"id","name","latitude","longitude"
"HtdGkoG3Mi0jYiA2mq9x0","GAVINA AV AT RAJAH ST","34.32183436184723","-118.40546142762464"
"lLgNuhdRZX7eJHfHR55yL","GARBER  ST  AT  VARNA  AV","34.241644255872075","-118.43958161462268"
"DpfiWwVjzjdMArE8Y0Ba5","LARKSPUR ST AT EL DORADO AV","34.30861628226561","-118.4714654190236"
"0VZffoiKxBRAQbCg-2ZhD","TELFAIR AV AT LARKSPUR ST","34.30577923238745","-118.47464782112732"
"4LHGQ7CuW_jXT1-UWfdnH","PINNEY  ST  AT  DE FOE  AV","34.27315034476185","-118.41404860969408"
"W8d83Oj02T1Ebj4C9u9yi","VAN NUYS  BL  AT  NORRIS  AV","34.27129442261885","-118.41498370709242"
"v_GSutvd1vfwOcuNUHenF","DEVONSHIRE ST AT DE SOTO AV","34.25724936525426","-118.586390787812"
"dPYOq0ncVetymsx-WMOlC","ETIWANDA  AV  AT  NORDHOFF ST","34.23549507815092","-118.53172708210204"
"iv4sSc9ZZfdMg-qBbIN0t","DUNBARTON  AV   AT   DENROCK  AV","33.973866865784125","-118.4101577991273"
"4Xvp0tiKesgFVgkQwh2eb","SUNSET BL  AT  LOS LIONES DR","34.04185255518515","-118.55394906684332"
"573T4exHUnGVfEQCg6oxo","ARDEN  BL  N/O  WILSHIRE  BL","34.06255742770519","-118.32581457742891"
"TqXoQ89tTa9usqjF0Fag8","BERKELEY  AV  AT  GLENDALE  BL","34.082933024972576","-118.25885699317267"
"zqOv1HWLkNa2wsUn59zBP","WILSHIRE  BL  AT  ARDEN  BL","34.06188409387454","-118.32581121304176"
"0cZkmNYDe2E2SpcOGqCcy","VICTORY  BL  E/O  BLUCHER  AV","34.186650962033454","-118.47188126522094"
"Rl6WXvRWzr5oKXQtqdbPE","LONGWOOD  AV  AT  EDGEWOOD  PL","34.05651818771887","-118.33860633325048"
"fACWYqIMxfy0GiAkKvBpV","ERWIN  ST  AT  OWENSMOUTH  AV","34.18285835199118","-118.59754471459124"
"B9ung0EqGXFl2aATheRO9","JEFFERSON BL AT BEETHOVEN ST","33.977093570446215","-118.41891974680891"
"jmKkFhofJvhbUU1X8ePHB","RAYFORD DR AT 85TH  ST","33.96065268659196","-118.42242399122674"
"rN3w_3CCqr_f3iQWlv-qN","VERMONT AV N/O 79th ST","33.967806939335546","-118.29144513326308"
"9tKqaUttyYYl1ZKlYKSdE","FLIGHT  AV  S/O  ALVERN  CIR","33.97581716212418","-118.37509299351431"
"lmXIyS-Jz4o6d2-BxA8HA","SLAUSON  AV  AT  VERMONT  AV","33.98911750258191","-118.28926329310028"
"cpOnMIReCvZ1ydk_iNVTe","3RD  ST  AT  FRESNO  ST","34.03651920017723","-118.20024179848215"
"3TsDZpUuYTIt0S0Ax7DdD","37TH ST  W/O  MAPLE AV","34.01490668460881","-118.27162364468985"
"l2v85vtcHrSpXqZGf0zeV","SAN  MARINO  ST  AT  DEWEY  AV","34.054512266182435","-118.29581213379952"
"qo3OBGtsnY_QVdO1gW4rj","EL PASO DR  AT  BARRYKNOLL DR","34.117787927375","-118.21838747491516"
"LabPUSlbo7eI_kFiJt_E9","WADSWORTH  AV  AT  41ST  ST","34.01008332040033","-118.25895975848573"
"KrVSfjD7zt5_dkl56tPI2","ESPERANZA  ST  N/O  8TH  ST","34.020254151723606","-118.19951048313618"
"1Z6o1AXUh0_adJjNThXAd","HOOPER  AV  AT  ADAMS  BL","34.01737879832611","-118.2494474718937"
"gxaubM56IltlMRa7GynMO","15TH  ST  E/O  KENMORE  AV","34.04541574389654","-118.29587061679179"
"yLK9KjaH2tv5vuHEprVbM","6th ST AT GRAND VIEW ST","34.060470850224796","-118.27695150324499"
"hwS0YaYOY-Q5zUK6l5O7t","WILSHIRE  BL  AT  VALENCIA  ST","34.05380916954504","-118.26666307437392"
"csmtXoe6M_KSF6CiuUimM","HOOVER ST  AT  28TH  ST","34.02902246266095","-118.28396444531411"
"oW6UlPfNhv7WhVk52XNEm","CAROLINA ST AT 39th ST","33.70963068577356","-118.29065243147662"
"XLxnAkZkOoWi5ICoAG3th","OLIVE  ST  S/O  12TH  ST","34.03944219579059","-118.26222388755922"
"OvP0C20xdXvxowhJkOqLT","TEMPLE  ST  AT  RAMPART  BL","34.07252381387932","-118.27486215542675"
"jrzz0MUoQdKG9Bnee0iPz","HERCULES  DR  AT  APOLLO  DR","34.11160644012909","-118.36495500727801"
"ow9padsHjeyVKG8stJrYC","WARING  AV  AT  SPAULDING  AV","34.08537258022428","-118.35739356376747"
"YDOxKPRLvJHtO4LbS0XLd","YORK  BL  W/O  FIGUEROA  ST","34.115944464951426","-118.18480733417577"
"a-kFLMawV_-zVB7A6QovV","BAINBRIDGE  AV  AT  WOODRUFF  AV","34.079599648609644","-118.43512061558575"
"S6nFUumvzI7PDOEnE16ly","TEXAS  AV  AT  STONER  AV","34.047178266694125","-118.45900582063769"
"pHr3g8CLqmP3l2VHHe0At","CHEVIOT DR   AT   EARLMAR DR","34.03578909079473","-118.40507308940684"
"fLo4kn1sZIHUlqSiYmkc-","MISSOURI AV E/O BENECIA AV","34.05747867635644","-118.42201982714131"
"S0BpbKY7Wx8hM-XnE7HSY","ALPINE  ST  AT  GRAND  AV","34.063531118512834","-118.24341417378007"
"v5fCTWwQuXLXj6S0Y3R89","SANBORN  AV  AT  FOUNTAIN  AV","34.09416852919442","-118.27931053294404"
