"uuid","address","latitude","longitude"
"tWzR8EKA8W-PqTGcywi53","501 S LOS ANGELES ST","34.04508","-118.248619"
"Bvy8IwMzRbOd2hsky13cb","101 E 6TH ST","34.045038","-118.249498"
"k8LO295DMqwN6vPaprMqx","101 E 6TH ST","34.045172","-118.249679"
"UV35GJWXqqxF2lMNiKzpx","101 E 6TH ST","34.044868","-118.249269"
"cLzZzgin9SZOmfy_szjm0","201 E 6TH ST","34.044459","-118.248647"
"hOfeJ0qUyo6CZoUkFNwQs","201 E 6TH ST","34.044386","-118.248525"
"Z0vDm-NI2FFGYm0lEt8F1","201 E 6TH ST","34.044313","-118.2484"
"xi-fjKAq45xRk9dMtMKOz","201 E 6TH ST","34.044241","-118.248283"
"eWEhAfBpMLOPWX6fXMVxD","300 E 6TH ST","34.043223","-118.246904"
"zl8uNRB6KsgYC_p6lX39t","300 E 6TH ST","34.043068","-118.246664"
"ygCujQ66hoIvlYO8tgNkE","300 E 6TH ST","34.042971","-118.246521"
"O2PVKoVekz62s-VwjXNY5","600 S WALL ST","34.042106","-118.248289"
"3ozb3Lt2t51J4iDDcvdMi","600 S WALL ST","34.042206","-118.248195"
"Wf3DLsfaLmiOXhjJhl4om","600 S WALL ST","34.042373","-118.24804"
"Gr9B7BLK2866mWtfzd6jW","600 S WALL ST","34.04252","-118.247907"
"MELR5Gmj2bsSOykA1VkCr","600 S WALL ST","34.042621","-118.24781"
"qKQ1FBbC565e5dpuX2Jwc","600 S WALL ST","34.042721","-118.247718"
"cj1P2GMSX51KiwprCsgLR","600 S WALL ST","34.042822","-118.247626"
"qCXhAwDSKfOIhLtc0tsdk","600 S WALL ST","34.04292","-118.247534"
"kDXO02mG6M7HOZrIU4_QC","600 S WALL ST","34.043151","-118.24732"
"7MDM8dvh5FztWKDdX4nLo","600 S WALL ST","34.043254","-118.247225"
"VS2o3g4TPZX9tocilk-td","601 S WALL ST","34.043165","-118.247487"
"eq2DCnvCNBefpiCBof_U1","601 S WALL ST","34.042982","-118.247657"
"IrcEw2XxOPK5GbNTlDesc","601 S WALL ST","34.042833","-118.247793"
"F8io7Kky1f1O2DiKABVuv","601 S WALL ST","34.042399","-118.248194"
"kS0xZ_OekBW_UfG4dzGDh","601 S WALL ST","34.042301","-118.248285"
"18Dlk7EdQebNApAUxyNCo","600 S LOS ANGELES ST","34.043609","-118.249905"
"MGw2sMXP-y1XdL9mdhEzO","600 S LOS ANGELES ST","34.04387","-118.24963"
"muK2-RnzWck2I_BdG8UPv","601 S LOS ANGELES ST","34.044461","-118.249273"
"C84TuLsrZOpBkikewdMuk","601 S LOS ANGELES ST","34.044311","-118.249431"
"ebeZNLDO-kcfQrIVbQd-B","201 E 7TH ST","34.042956","-118.249827"
"widOgjLEzJHpXq_1S3RV7","201 E 7TH ST","34.043037","-118.249945"
"fqq3EBgdOdpHDstpdfU48","601 S SAN PEDRO ST","34.041455","-118.246126"
"OFync5t5hF6ns7wtKj9k-","601 S SAN PEDRO ST","34.041351","-118.246233"
"XSGt2vhgUYdTZB0Gyyer5","601 S SAN PEDRO ST","34.041213","-118.246376"
"_jrEe-TlpXmB4vHOuqFdL","601 S SAN PEDRO ST","34.041017","-118.246584"
"1dSKVD-uqLa4Hn9MRNS9Y","601 S SAN PEDRO ST","34.04093","-118.246676"
"ZytB9wkqJNf2PrrC9gYuG","500 S WALL ST","34.043997","-118.246537"
"HV2LKPMuO1CcNVrtsdze0","500 S WALL ST","34.044158","-118.246389"
"oHsQ_-maLEiNC9a57yKmX","500 S WALL ST","34.044359","-118.246204"
"s11jKl8lNN7FlTr7ArJ7u","500 S WALL ST","34.044472","-118.2461"
"bpVhY-3q5wh3SzrL4eZbp","500 S WALL ST","34.044101","-118.246442"
"dXNib9NCFoUPBxJDTyybI","500 S WALL ST","34.044312","-118.246247"
"Xm7FsB1Ygz6HksqiNaf4T","501 S MAPLE AVE","34.045276","-118.246825"
"6QFRhjUgd35bW9kvd2TWz","501 S MAPLE AVE","34.045081","-118.247009"
"A0RPaOcfgCK0HtP7uQqq9","501 S MAPLE AVE","34.044583","-118.247479"
"hDvSWQJcJ-c0zpNeEkYku","501 S MAPLE AVE","34.044385","-118.247668"
"ZzXg-sszLNgrfdoGC7ZUv","501 S MAPLE AVE","34.044285","-118.247761"
"YRCQ5UAzl8fIkf69NWXhZ","601 S GRAND AVE","34.048222","-118.255871"
"AgfzywgdqhRQ5_7zgw7BN","651 S GRAND AVE","34.047815","-118.256291"
"myyUdEWzrlnp8bYoDJVTG","651 S GRAND AVE","34.047714","-118.256385"
"GG1NmnFnAEbUN3GRitsrA","700 W 7TH ST","34.048144","-118.25811"
"1Am3HRRFTXPw_5kT0vpFB","700 S FLOWER ST","34.047955","-118.259333"
"JlPI-6C1POoogEBg4kqit","701 W 7TH ST","34.04827","-118.25796"
"it3EWNIr41pOiPPDfLDQo","701 W 7TH ST","34.048305","-118.258013"
"nlY6OaSvLOxvcJ67W0EuW","700 S FLOWER ST","34.0484","-118.258917"
"XlLmAGRmNabww6sk3oGF4","700 S FLOWER ST","34.048309","-118.259003"
"NNwoTGQEgAjtNgyVe57ns","700 S FLOWER ST","34.0482","-118.259103"
"eY9njOJR803JatFKQCAhA","700 S FLOWER ST","34.048099","-118.259196"
"xMpWp5OV6zsVuj9IanxO-","700 S FLOWER ST","34.047997","-118.259293"
"wwvrdZDykytNwraMdLR3n","701 S FLOWER ST","34.048518","-118.25905"
"o70eKuDEq7udos82RcE_Y","701 S FLOWER ST","34.048424","-118.25914"
"WukTxn-MGEyUFZTyW5GkT","701 S FLOWER ST","34.047913","-118.259615"
"ZcDpA4Z8FDI6YuUb4IdjT","800 W 7TH ST","34.049052","-118.259468"
"KlYTv5aASN1MLcbJ9MFvq","800 W 7TH ST","34.048972","-118.259342"
"4Axs6lKixbV59VsnqLHTp","800 W 7TH ST","34.048893","-118.259219"
"7c1HgzQw4mH37H_T0D_T9","700 S FIGUEROA ST","34.048736","-118.260362"
"A8kcZ0ENgE_tOGX6SJlVJ","700 S FIGUEROA ST","34.048631","-118.260458"
"fjDCb59X-4BsQD9nieZpW","600 W 7TH ST","34.047684","-118.257371"
"z55XA7RBPY2X02ML-zkb6","600 W 7TH ST","34.047561","-118.257181"
"NT3NVbhARQtPLb8pbzBku","600 W 8TH ST","34.046277","-118.258725"
"FpMxI3kAfX0_bQirzfhcZ","600 W 8TH ST","34.046243","-118.258672"
"heLgauVaQ7W8zdfunT2Cs","700 S HOPE ST","34.047304","-118.25821"
"2ZKoBa35jrpFL6A12kVln","700 S HOPE ST","34.047266","-118.258246"
"QkEdBWl0yRFLbMr5bbXwi","700 S HOPE ST","34.047468","-118.258055"
"rmg6xyYCV_Ve7NNFKuOLv","700 S HOPE ST","34.046832","-118.258653"
"l5AHntYRoqMD_neYT9SvQ","700 S HOPE ST","34.047508","-118.258017"
"DhrKJeX1ayC8CUwTC8Am1","700 S FLOWER ST","34.047788","-118.259492"
"iJmDGHw196NJLBdsu_d-7","700 S FLOWER ST","34.047687","-118.259583"
"OdUQJcdZXrDIST1-noYth","701 S GRAND AVE","34.046331","-118.257608"
"DjXURTxysd0keq6vZxHJF","700 S GRAND AVE","34.046934","-118.256803"
"EpfgI8OQ-ATfjGnAcZQPM","700 S GRAND AVE","34.0462","-118.257482"
"DRTXl6tLhMViyhxU_kBy5","700 S GRAND AVE","34.046099","-118.257575"
"1Qk5zVRTZATzjr0M8m_3K","500 W 7TH ST","34.046977","-118.256273"
"Hb7UknYqF4sNNPdnzDbCU","500 W 7TH ST","34.046866","-118.256102"
"9xTw8jm9mrd18_at_cKX7","501 W 7TH ST","34.047151","-118.256224"
"G9kmRruksChg20GhDH4m0","501 W 7TH ST","34.047122","-118.256178"
"WvUBLYHIHQK6o2-gKwzn8","500 W 6TH ST","34.048204","-118.254575"
"uk5dfiiGm_OXccYwCmaD3","601 S OLIVE ST","34.047572","-118.254743"
"ZZV9ln_DISXFeAZrFdBQp","601 S OLIVE ST","34.047104","-118.255181"
"DYm-I2Tv8yAc3H-XOKBZ9","601 S OLIVE ST","34.047527","-118.254786"
"616SP3gzhCi2-ojXEh2d6","600 S HILL ST","34.046214","-118.254043"
"icbVjQAp7fw9KV69ffngM","600 S HILL ST","34.046318","-118.253947"
"l3YGRDGbloD53TeOomN12","600 S HILL ST","34.046772","-118.253527"
"gPx2wHF9tsLtmce_57wzm","600 S HILL ST","34.046879","-118.253426"
"vnb9vvBRaK1844Y0mRir6","601 S HILL ST","34.0469","-118.253652"
"M0S57RenRPj4HLZNRnYKt","601 S HILL ST","34.046802","-118.253743"
"cc0Nk_oBxQgBucRh9uHqM","601 S HILL ST","34.046402","-118.254116"
"6pGD7yygqVsI-XyXcEqvK","400 W 7TH ST","34.046348","-118.255296"
"TIg-r9NBkR5uJgYTN_BHM","300 W 7TH ST","34.045693","-118.254275"
"-v8V3lZvf1k-Jcm1J0PIc","300 W 7TH ST","34.045618","-118.254157"
"6QZ7NVePW1fndW04HLr2x","301 W 7TH ST","34.045471","-118.253613"
"xWHK_6iLJW03J2SZnVcpr","301 W 7TH ST","34.045549","-118.253735"
"Nmcs7QIhcyjYKB44_qp7H","200 W 7TH ST","34.044965","-118.253148"
"aPjBTDr5782fvbyEICNgl","200 W 7TH ST","34.044888","-118.253025"
"p59antbky0_xYDj88juV6","201 W 6TH ST","34.046314","-118.251407"
"pVHfUTCUogjqMgCyz7M-z","600 S MAIN ST","34.044279","-118.250854"
"2AovCm2D5rl2BSWsDbv7S","600 S MAIN ST","34.044463","-118.250659"
"ARizj0KH5Miq06TGdGrMA","600 S MAIN ST","34.044975","-118.250097"
"dCtD3EKVIt4ePQifQR_rm","601 S MAIN ST","34.04419","-118.251211"
"66O5YW6P-nY57CzKk0PCv","601 S MAIN ST","34.044342","-118.251052"
"Gc1IpuR5fLf5aenTJGxyz","700 S MAIN ST","34.043498","-118.251858"
"s08vJlrGsavzgz6u-JwCI","701 S MAIN ST","34.043104","-118.252774"
"iGFYrRtcaV8sXfnnNTPka","701 S MAIN ST","34.043696","-118.251853"
"ZOWPGBXM6S79lKFB9tIQl","701 S MAIN ST","34.043838","-118.251635"
"bbHIzeG3cZs1UO4J0Vn9j","100 E 7TH ST","34.04361","-118.251066"
"xRO0J3Z1iiBlCi-FmOPna","100 E 7TH ST","34.043534","-118.250958"
"8Al0HeT_4IWRKHiRumezi","700 S SPRING ST","34.044023","-118.252653"
"uSCoodw8e1u0vaWMtgBAL","700 S SPRING ST","34.043923","-118.252746"
"BPa4Y9N6ZfhZcdqrvY-Ri","700 S SPRING ST","34.043516","-118.253125"
"2Zdll-sJt8tnjZP3wFaNd","700 S SPRING ST","34.043374","-118.253258"
"--nnYlIRF8M7hJ_r5BWQA","700 S SPRING ST","34.043195","-118.253423"
"f291iQG-wCMoO4h0_0JrV","701 S SPRING ST","34.043542","-118.253335"
"RmkQEScqjWwmVZs3rMF_v","200 W 8TH ST","34.04348","-118.254368"
"6hERhBlXKYq9evB_9xbpt","200 W 8TH ST","34.04329","-118.254076"
"gkufPTh5in2NaXD8wX51i","301 W 8TH ST","34.044032","-118.25498"
"pzDIU4Kxnu2hhNiCPqK8l","400 W 8TH ST","34.044935","-118.256647"
"4KN2Flv-SqCI40LDgh4MX","400 W 8TH ST","34.044858","-118.256525"
"gC5JH2fDw99G16bqlR3LW","400 W 8TH ST","34.044662","-118.256224"
"AukRa1KtjUzseqnV8eSTo","400 W 8TH ST","34.044706","-118.25629"
"ILQSm-Eg9GOrTi1nDqQix","500 W 8TH ST","34.045267","-118.257161"
"mbL7O-qbSSQb3cz6oV_EK","500 W 8TH ST","34.045508","-118.257534"
"ekXjf9aoESpVrGe6qDdes","401 W 8TH ST","34.044733","-118.256067"
"q0f-Fcv9UE3RFOvuSR0Fs","401 W 8TH ST","34.044933","-118.256376"
"rGw88RPB6JGXH1H1ebmbS","501 W 8TH ST","34.045613","-118.257431"
"aOwm2hV80MYTE8giQ3Nbi","501 W 8TH ST","34.045769","-118.257672"
"ULrImG4KHBupDoDbjXfLi","501 W 8TH ST","34.045689","-118.25755"
"6FHPhlzEmJOne5Gp8bzhq","701 S OLIVE ST","34.045514","-118.256667"
"L-5Z8FZpznS08dC8oLrLZ","701 S OLIVE ST","34.045567","-118.256615"
"WfoEPpFKPkshK8TpnF_eK","701 S OLIVE ST","34.045883","-118.256326"
"hjYseo7FB1apVyCHYRYRR","701 S OLIVE ST","34.046351","-118.255883"
"YcVo6OfYmE86UMi-p5nhQ","701 S OLIVE ST","34.045608","-118.256578"
"-t3r0fmjumamuacxopDfv","701 S OLIVE ST","34.046142","-118.256079"
"of3AmszksVc-gqIm8b1tX","700 S HILL ST","34.045311","-118.254881"
"WwvBP-8Jio4XpTTJL-yoa","700 S HILL ST","34.044652","-118.255493"
"NZTMY0gm_jOCSanWk1cOg","700 S HILL ST","34.045412","-118.254789"
"wrhtO-M4GRIfdqaGCFvgj","701 S HILL ST","34.044915","-118.2555"
"yd9DAr2ruNcI1lbNRuF1T","701 S HILL ST","34.044957","-118.255463"
"1qpK_dbfP7cXbR8NtyOCl","800 S SPRING ST","34.042808","-118.253791"
"wRpipy0Qu-JftWnYWpVqA","800 S SPRING ST","34.042665","-118.253919"
"jOfMUEw6pB1BXVpBR6Que","800 S SPRING ST","34.042565","-118.254012"
"1yfv5qhljy0IaSZoAtL58","800 S SPRING ST","34.042467","-118.254104"
"SVOiI0NnTofeyi423c2l-","800 S SPRING ST","34.042367","-118.254198"
"2jPlFSlofxuapxEz4fy85","700 S MAIN ST","34.042931","-118.25273"
"wYUEGqXeYxwKv5-bDImtN","700 S MAIN ST","34.04301","-118.252607"
"tpBgDrdM4u1lZM9cFfxuL","801 S MAIN ST","34.042299","-118.254023"
"b1vpN37UCL-YBruAhVSDU","801 S MAIN ST","34.042331","-118.253973"
"OtnsQ5FYw25Et8pySV7ex","100 E 8TH ST","34.042422","-118.252986"
"mc-COS-kzZdoezrbX6AEg","100 E 8TH ST","34.042326","-118.25288"
"zlj1YCK3gl7r87Z8wFln1","100 E 8TH ST","34.042091","-118.252632"
"nZauKK9BlgzarJ6i_oHkF","101 E 8TH ST","34.042166","-118.252448"
"CvPzolqc1zRIzu5se5f9d","201 E 8TH ST","34.04163","-118.251873"
"3IAaj-uFgu7nHgEeKfJTd","201 E 8TH ST","34.041725","-118.251975"
"dX9KnmeJFtHiZJ-r5aknb","200 E 8TH ST","34.041452","-118.251946"
"7XdxDt6FLhqvYqZsXKPMZ","300 E 8TH ST","34.041117","-118.251587"
"WjgcDGZa7RwFk3Ivv1Y6T","300 E 8TH ST","34.040922","-118.251379"
"_p8r8tcoUg_HKXBKtt6Wh","701 S MAPLE AVE","34.041976","-118.249975"
"GdRtdGwUIZYYyvxAJ33qE","701 S MAPLE AVE","34.041786","-118.25019"
"q8fQH8FiMfa5GgOaflDGS","701 S MAPLE AVE","34.041455","-118.250561"
"El3V_sI2E7gw1N5jdLlrw","701 S MAPLE AVE","34.041284","-118.250754"
"JvNERNjPP4HpIG5iClMgR","701 S MAPLE AVE","34.041079","-118.250983"
"jCZIrUiWLeZwKP6q6Ryeu","701 S MAPLE AVE","34.042151","-118.249777"
"sY6-lBm5FxH6jnyGCgpYt","700 S MAPLE AVE","34.042004","-118.24968"
"fmmNzuyL6bmBD6PfFAf9V","700 S MAPLE AVE","34.042094","-118.249576"
"E0tzece_1V0oqd_7eWxZL","700 S WALL ST","34.040658","-118.24975"
"-TXLkg_CqRz9aQXWw6aTH","700 S WALL ST","34.040772","-118.249629"
"uDfzube3HwpF4LUlNtiMU","700 S WALL ST","34.041378","-118.248984"
"SNxwoJw1N6yvLWAF35ZNW","700 S WALL ST","34.041476","-118.248879"
"_byJo3WBa8LRBezZv9_c0","700 S WALL ST","34.041576","-118.248779"
"COfCqC9a0xLik4yWi--SC","701 S WALL ST","34.04152","-118.249021"
"ytjjsNAedYyUY0URBubLt","701 S WALL ST","34.041378","-118.249173"
"aRBcJzf1fS1gxK7a38p1H","701 S WALL ST","34.041279","-118.249277"
"bsXVMW9iia50hGIn0XoYl","701 S WALL ST","34.041062","-118.249508"
"A3LzIr7d80JHWrfO71LF9","701 S WALL ST","34.040909","-118.249671"
"-G5pL9xuOMU4sYTTeDhDK","701 S WALL ST","34.040812","-118.249775"
"yq-iA_MS6Q8a3xLlwm44c","701 S WALL ST","34.040588","-118.250013"
"3OeQhMSlcmIZ70XH3IWRg","701 S WALL ST","34.04142","-118.249129"
"RAwXJsi1EPZ-BPvJzhn3e","401 E 8TH ST","34.040455","-118.250618"
"HTEEKP_KKWlcHVwrNv38k","401 E 8TH ST","34.040544","-118.250711"
"SvU4uKK3cUc6kwqrVGUlm","401 E 8TH ST","34.04036","-118.250515"
"TQx4VD_5AadKFnbEcDF75","400 E 8TH ST","34.040586","-118.251018"
"m0J44p_dgUdrmghDdEpiu","400 E 8TH ST","34.040191","-118.250596"
"kTQaO2TyjFSG1XYysgVDi","700 S WALL ST","34.040441","-118.24998"
"b-Fyc-Rj-ja_-goGEImg8","700 S WALL ST","34.040291","-118.250141"
"BEMXvjlM7hK1N6Pt6vMxK","501 E 8TH ST","34.039847","-118.249962"
"FpuhN_CQ4b-fgnz7QnhBC","501 E 8TH ST","34.039939","-118.250063"
"sgPzM6Q_u0ByrLsWkasob","501 E 8TH ST","34.040036","-118.250167"
"egms4v9MTYbXkAHEoftSn","501 E 8TH ST","34.039792","-118.249903"
"3c_dQYMX9UaT71VnTutP4","500 E 8TH ST","34.039802","-118.250177"
"8jsFXfdAPD_Uqs5DSSRj_","500 E 8TH ST","34.039599","-118.249963"
"F4PFOyImqqB7Cc5hZ1bPu","500 E 8TH ST","34.039504","-118.24986"
"Fe2KMFPP8yIBjB3c-Fzkj","700 S SAN JULIAN ST","34.040138","-118.24867"
"8qhYmfxqyySii9AWHjqGj","700 S SAN JULIAN ST","34.040226","-118.248561"
"qBBkbnM_-ZA0CxrR8Htu8","700 S SAN JULIAN ST","34.040902","-118.247739"
"N_vrQ31L9S7yXyb-Q8U6L","701 S SAN JULIAN ST","34.039743","-118.24935"
"022hEUZvpvGCkit7Oq0Zp","701 S SAN JULIAN ST","34.040754","-118.248122"
"bD4ehSzRdBouH7J-X0lao","701 S SAN JULIAN ST","34.040663","-118.248233"
"vxv7NOOTSd99020BmmFdt","601 E 8TH ST","34.039183","-118.249252"
"3fxN47UJXhIc3dUI6Et-4","600 E 8TH ST","34.038717","-118.249258"
"2JDgpL_nCkgDyDGE51q4d","600 E 8TH ST","34.038834","-118.249311"
"oEYjdozAIJdWDh7mKdAsv","700 S SAN PEDRO ST","34.039644","-118.247736"
"SuJQ8WtidyVMH3JlNW1zO","700 S SAN PEDRO ST","34.039747","-118.247628"
"AMSAL5kutJpJ3MLU7b7d1","700 S SAN PEDRO ST","34.039902","-118.247467"
"vN3HhWEGrKhp_-rmQnQ1F","700 S SAN PEDRO ST","34.039999","-118.247364"
"HldxcWGohllqHG82AKmGF","700 S SAN PEDRO ST","34.040101","-118.247258"
"xnhklpkjYq4J0u3WoOyL-","700 S SAN PEDRO ST","34.039807","-118.247567"
"JP5saRw0RfkACQhhT9Czm","700 S SAN PEDRO ST","34.038694","-118.248737"
"hjDv9sYZul9c_IF-60uu1","700 S SAN PEDRO ST","34.03879","-118.248636"
"2Pb1IPbqozBxdDOGL4h9J","700 S SAN PEDRO ST","34.038883","-118.248536"
"ZwIqiV5cNJBO-RmkUZam3","700 S SAN PEDRO ST","34.039178","-118.248225"
"6vIxrdjLJvlCYI3l30iM_","700 S SAN PEDRO ST","34.039278","-118.24812"
"9XIoaAAyFiJyWkpLJ4BCl","701 S SAN PEDRO ST","34.040429","-118.247202"
"U5D-46IDvzCF36-Kbm45n","701 S SAN PEDRO ST","34.04028","-118.247357"
"dtpKVyBJGgqR-8r9624nu","701 S SAN PEDRO ST","34.039951","-118.247703"
"89WlXOfzNbpJiu1no1mVq","901 S FIGUEROA ST","34.045891","-118.263223"
"JyL3kA7mHW-gfZwOprzlN","901 S FIGUEROA ST","34.04599","-118.263134"
"F5anYcXdDwzraeIWEYwtT","800 S FIGUEROA ST","34.047158","-118.261779"
"4v4c5jIPrjSwbh8exsZxs","800 S FIGUEROA ST","34.046999","-118.261922"
"URl7nIfjEb_zWeEH9qLBV","800 S FIGUEROA ST","34.046902","-118.262013"
"2mI_7TfLq5lZnqlcsZjcF","800 S FIGUEROA ST","34.046801","-118.262106"
"41THLzB_glnqxw5MTLbSO","901 W JAMES M WOOD BLVD","34.046727","-118.263811"
"XELgVsOkvxEfQv_RiDwhU","901 W JAMES M WOOD BLVD","34.046667","-118.263678"
"s-igGv25XT0lRhRQ7-Tap","901 W JAMES M WOOD BLVD","34.04661","-118.26355"
"darmFabTyp-U3DksiDQP_","801 S FIGUEROA ST","34.04713","-118.262047"
"CgCzWbWmfabRNT4ow55IJ","801 S FIGUEROA ST","34.04703","-118.262139"
"tNoiEIvFTrS9RvFGBHA3N","900 S FIGUEROA ST","34.04546","-118.263379"
"D8v2VK6VNFQY5GS-oBhdB","900 S FIGUEROA ST","34.045558","-118.263286"
"d8_M5oicHRKqUkm3oGacX","801 W OLYMPIC BLVD","34.04543","-118.265433"
"xMT5Eui6k_LbjsjXZx-MJ","801 W OLYMPIC BLVD","34.045393","-118.26528"
"VzzaTru86qLQBMlJNgS-z","801 W OLYMPIC BLVD","34.045293","-118.264816"
"uubCu_mfY7ZqR3F40cyFi","801 W OLYMPIC BLVD","34.04526","-118.264666"
"6FIvx1w5QqjyK-R7kTTIk","801 W OLYMPIC BLVD","34.045241","-118.264576"
"auKvKG8CWU0JUAhD46bnI","900 S FLOWER ST","34.045381","-118.261733"
"ThtZ3Ugix2N90roe_i60u","900 S FLOWER ST","34.045141","-118.261955"
"LftuZJrsJmp2__KMRIUt6","900 S FLOWER ST","34.044995","-118.262092"
"WzbU-j5W4tIW93t9rTNBW","900 S FLOWER ST","34.044803","-118.26227"
"Ao4qU0CKafOc16HHWDa4d","900 S FLOWER ST","34.044707","-118.262358"
"m5oWenP1DieILiPiIPtDU","1000 S FLOWER ST","34.044166","-118.262865"
"h0j41vrXaxgaT8RAbyUtP","1000 S FLOWER ST","34.043972","-118.263045"
"a36gpb9hpZ6VVv_bBs9tR","1000 S FLOWER ST","34.043672","-118.263326"
"MRdZTp5_Ebhl1n4sWMOZc","1000 S FLOWER ST","34.043574","-118.263416"
"3kOpeKA3daFulIAl3u6QY","900 S FLOWER ST","34.04457","-118.262485"
"1jeL7jkCrHuFMtDmXX5Aa","1001 S HOPE ST","34.042645","-118.262812"
"DNSWou72QjfZ5QC87MSJQ","1001 S HOPE ST","34.042545","-118.262903"
"jOXZVDfH8qZAq-sJ0qbpu","1000 S HOPE ST","34.04305","-118.262185"
"-im1G34Y1z13DzNsspIM6","1000 S HOPE ST","34.043405","-118.261856"
"nvOMBOuKHuyTVYnTSy1Mg","1000 S HOPE ST","34.043365","-118.261893"
"6NL5FB8GG1Os3KR1W9sO_","1000 S HOPE ST","34.04294","-118.262286"
"x1SD4W-qhEDa3xHpqPrFH","1001 S GRAND AVE","34.04252","-118.261189"
"mafFJKIQSrHkqcA8xrzP7","1001 S GRAND AVE","34.042565","-118.261149"
"_4pLfcpNITf5ROwfaJaVs","1000 S GRAND AVE","34.041671","-118.26174"
"JK-K4LsjAwCZC7IdHJmeH","1000 S GRAND AVE","34.042027","-118.26141"
"vFnJyxv-r88GUyPOQoHGT","1000 S GRAND AVE","34.042143","-118.2613"
"6q-L2_2szpvOYShQ0um1M","1000 S GRAND AVE","34.042403","-118.261058"
"nWbaZhD4WB_CvRKx_kRdO","1000 S GRAND AVE","34.042592","-118.260877"
"1j4jOa8vtMfqXnVladO83","1000 S GRAND AVE","34.042728","-118.26075"
"TwgwaanfddjWhkezVLgDY","800 S HOPE ST","34.045834","-118.259583"
"bLg3y9NUmB2u1cYgVRQS5","800 S HOPE ST","34.046023","-118.259406"
"hs457yDEpgtpMV4qy-iu9","800 S HOPE ST","34.046191","-118.259252"
"INiZ7F7iN5qyhXvonBtsc","800 S HOPE ST","34.045669","-118.25974"
"cd5WAySsv1UPObRIPBdlr","800 S HOPE ST","34.045629","-118.259778"
"a3BoBgOo1DJHnzm5tn-IE","800 S HOPE ST","34.046131","-118.259308"
"Aq-T3hhxLYwaoq_vabhdl","801 S HOPE ST","34.045442","-118.260173"
"Va7K2uuRsSp34RBRL_EQH","801 S HOPE ST","34.045541","-118.260081"
"c4N4h5YMBl3olaAv_lAbW","800 W 8TH ST","34.04761","-118.260813"
"lmanj7l7_4hXnLzWbdbIH","601 W 9TH ST","34.045344","-118.260595"
"V2tD7S_hqgY59YPH6k4VE","601 W 9TH ST","34.045422","-118.260713"
"3sMzBuRxzAmHDg0kCDMn4","601 W 9TH ST","34.045497","-118.260831"
"3uCztSPule14EuNdTWiZo","601 W 9TH ST","34.045619","-118.261018"
"t9zQK5-GpWRp9CuY_ZW00","601 W 9TH ST","34.045694","-118.261135"
"dO2Q-Eo1bk9d9Wn7Tc_2I","600 W 9TH ST","34.045404","-118.260981"
"BacGlrpl48fyW1eaP04SB","800 S FLOWER ST","34.04705","-118.260173"
"_yoCZxZYNs6aZNf9DATEp","800 S FLOWER ST","34.046954","-118.260266"
"FleK4YvQaS7Fm0s_6rIWH","800 S FLOWER ST","34.046856","-118.260359"
"0x51slgxnltPPO7i6uAl4","800 S FLOWER ST","34.046658","-118.260541"
"R2Y0WPYO4qNg_QXrkEgkb","800 S FLOWER ST","34.04656","-118.260633"
"Bs16bKUF2dh_EoQOGUBT7","800 S FLOWER ST","34.046458","-118.260728"
"ttZydjcR7-g4gEHMHHymN","900 S FLOWER ST","34.045581","-118.261548"
"WL4iAnDZqnn-dPbB17dx6","900 S FLOWER ST","34.045483","-118.261639"
"CJPrXbYSrBqU9SNAUdkSd","601 W 9TH ST","34.045574","-118.260949"
"tlG5Z0l_vo0jbXYcrxX3X","801 S GRAND AVE","34.045327","-118.25855"
"vBYVp--G4mW7hprhlJO4h","801 S GRAND AVE","34.04523","-118.25864"
"0yLNu3eymEDQLmrR35Jm0","801 S GRAND AVE","34.045422","-118.258459"
"FA_2JdlYj0kxBqJ4LNK_t","800 S GRAND AVE","34.045227","-118.258394"
"kaR9pxVT6smrHUlIOHf49","800 S GRAND AVE","34.045012","-118.258597"
"Zi0EI8y-hdpJ4pjUl4TiJ","800 S GRAND AVE","34.045386","-118.258245"
"EK_JqTI6QITJZ2CMLzYI-","800 S GRAND AVE","34.045566","-118.258074"
"rWV2NyxSFXpwYyzIp7DAG","800 S GRAND AVE","34.044653","-118.258935"
"kIdR7g4ANjjHypmprZGik","800 S OLIVE ST","34.044159","-118.257679"
"Z1E2P18ZU11iAFMP-5xcv","801 S OLIVE ST","34.044095","-118.257991"
"H8_uV7Aa12plgPFyAsQ6E","801 S OLIVE ST","34.044309","-118.257796"
"IhwU2UrHDJGyEClEQpnRS","201 W 9TH ST","34.0429","-118.256806"
"x6JZNdXAsXp2Fb3oTIWTK","201 W 9TH ST","34.042647","-118.256423"
"ZW2jCbQVdK3xz490OSrRK","801 S HILL ST","34.043491","-118.256821"
"i78fjJ2XVnGe97o8VtY8z","801 S HILL ST","34.043531","-118.256784"
"f5PobJZTjSjT7nl2ZqJnO","801 S HILL ST","34.043254","-118.25704"
"l1SWLy2qjIgLs0OziUECz","100 W 9TH ST","34.041821","-118.255425"
"ffELMes4xsji-IvdArrjh","401 W OLYMPIC BL","34.042539","-118.259706"
"VQXo_pZypqn7ec7vZrqT8","1000 S OLIVE ST","34.041326","-118.260329"
"wko7tfBUTDPTwCVpJTBZz","1000 S OLIVE ST","34.04112","-118.260519"
"nIfIABpPQP-XDNRdtRai6","1001 S OLIVE ST","34.041344","-118.260559"
